id,activityday,totalsteps,totaldistance,trackerdistance,loggedactivitiesdistance,veryactivedistance.x,moderatelyactivedistance.x,lightactivedistance.x,sedentaryactivedistance.x,veryactiveminutes.x,fairlyactiveminutes.x,lightlyactiveminutes.x,sedentaryminutes.x,calories.x,calories.y,sedentaryminutes.y,lightlyactiveminutes.y,fairlyactiveminutes.y,veryactiveminutes.y,sedentaryactivedistance.y,lightactivedistance.y,moderatelyactivedistance.y,veryactivedistance.y,steptotal,avg_heart_rate,sleepday,totalsleeprecords,totalminutesasleep,totaltimeinbed
1503960366,2016-04-12,13162,8.5,8.5,0,1.87999999523163,0.550000011920929,6.05999994277954,0,25,13,328,728,1985,1985,728,328,13,25,0,6.05999994277954,0.550000011920929,1.87999999523163,13162,78.6140587290895,4/12/2016 12:00:00 AM,1,327,346
1503960366,2016-04-13,10735,6.96999979019165,6.96999979019165,0,1.57000005245209,0.689999997615814,4.71000003814697,0,21,19,217,776,1797,1797,776,217,19,21,0,4.71000003814697,0.689999997615814,1.57000005245209,10735,78.6140587290895,4/13/2016 12:00:00 AM,2,384,407
1503960366,2016-04-14,10460,6.73999977111816,6.73999977111816,0,2.44000005722046,0.400000005960464,3.91000008583069,0,30,11,181,1218,1776,1776,1218,181,11,30,0,3.91000008583069,0.400000005960464,2.44000005722046,10460,78.6140587290895,NA,NA,NA,NA
1503960366,2016-04-15,9762,6.28000020980835,6.28000020980835,0,2.14000010490417,1.25999999046326,2.82999992370605,0,29,34,209,726,1745,1745,726,209,34,29,0,2.82999992370605,1.25999999046326,2.14000010490417,9762,78.6140587290895,4/15/2016 12:00:00 AM,1,412,442
1503960366,2016-04-16,12669,8.15999984741211,8.15999984741211,0,2.71000003814697,0.409999996423721,5.03999996185303,0,36,10,221,773,1863,1863,773,221,10,36,0,5.03999996185303,0.409999996423721,2.71000003814697,12669,78.6140587290895,4/16/2016 12:00:00 AM,2,340,367
1503960366,2016-04-17,9705,6.48000001907349,6.48000001907349,0,3.19000005722046,0.779999971389771,2.50999999046326,0,38,20,164,539,1728,1728,539,164,20,38,0,2.50999999046326,0.779999971389771,3.19000005722046,9705,78.6140587290895,4/17/2016 12:00:00 AM,1,700,712
1503960366,2016-04-18,13019,8.59000015258789,8.59000015258789,0,3.25,0.639999985694885,4.71000003814697,0,42,16,233,1149,1921,1921,1149,233,16,42,0,4.71000003814697,0.639999985694885,3.25,13019,78.6140587290895,NA,NA,NA,NA
1503960366,2016-04-19,15506,9.88000011444092,9.88000011444092,0,3.52999997138977,1.32000005245209,5.03000020980835,0,50,31,264,775,2035,2035,775,264,31,50,0,5.03000020980835,1.32000005245209,3.52999997138977,15506,78.6140587290895,4/19/2016 12:00:00 AM,1,304,320
1503960366,2016-04-20,10544,6.67999982833862,6.67999982833862,0,1.96000003814697,0.479999989271164,4.23999977111816,0,28,12,205,818,1786,1786,818,205,12,28,0,4.23999977111816,0.479999989271164,1.96000003814697,10544,78.6140587290895,4/20/2016 12:00:00 AM,1,360,377
1503960366,2016-04-21,9819,6.34000015258789,6.34000015258789,0,1.3400000333786,0.349999994039536,4.65000009536743,0,19,8,211,838,1775,1775,838,211,8,19,0,4.65000009536743,0.349999994039536,1.3400000333786,9819,78.6140587290895,4/21/2016 12:00:00 AM,1,325,364
